0.9999995,4.8522605e-07
2.4443698e-15,1.0
1.0,3.4654972e-13
1.0,8.701161e-14
3.87726e-16,1.0
4.6900904e-08,1.0
0.046348818,0.95365125
0.99999905,9.0437965e-07
1.0,7.388355e-14
1.0,5.0150915e-11
1.667107e-14,1.0
1.0,3.420532e-10
3.1769882e-22,1.0
2.9128523e-17,1.0
7.809066e-17,1.0
1.0,2.0876972e-14
7.242287e-05,0.9999275
3.22591e-11,1.0
0.99999964,3.8042344e-07
1.0,4.02091e-11
1.0,2.1459642e-13
1.4700455e-06,0.99999857
1.0,9.669958e-15
0.99999976,2.0364972e-07
1.0,1.6962325e-12
4.942351e-19,1.0
5.082444e-10,1.0
5.2779707e-19,1.0
7.600828e-19,1.0
1.0,1.4143807e-10
4.031364e-21,1.0
1.0,1.2070186e-13
0.9999999,5.9926556e-08
2.3860652e-27,1.0
1.0,1.4342349e-12
2.175286e-16,1.0
1.0,3.1219907e-09
3.8953635e-15,1.0
3.1511378e-20,1.0
4.5124204e-12,1.0
1.0,8.582097e-13
1.0,2.8372595e-12
3.487313e-20,1.0
1.0,8.424179e-10
1.6147923e-22,1.0
8.366801e-22,1.0
3.4883728e-15,1.0
1.0,8.3027893e-13
0.000754771,0.9992453
6.1035136e-15,1.0
4.0690685e-18,1.0
1.8687472e-20,1.0
1.0403864e-16,1.0
2.8925028e-06,0.99999714
5.5502304e-17,1.0
9.826002e-19,1.0
1.0,9.496472e-13
6.816477e-21,1.0
1.0,2.5049858e-12
1.0,1.2132836e-12
1.123749e-19,1.0
1.0,1.1762077e-13
1.0,1.1230991e-09
1.0,1.1752142e-13
1.0,1.233537e-13
0.9999999,6.496138e-08
6.0021044e-23,1.0
1.0,1.1760131e-12
7.044401e-21,1.0
1.0,3.3964835e-14
9.484071e-17,1.0
3.3810882e-21,1.0
5.2787275e-22,1.0
1.006127e-13,1.0
1.0,2.6080546e-08
1.4425772e-17,1.0
9.995382e-09,1.0
2.4243475e-16,1.0
0.9999999,1.5448785e-07
1.0,9.206456e-13
1.0,6.5213606e-13
0.9965796,0.0034203918
2.8108078e-19,1.0
1.0,1.0994779e-11
1.0,1.9567635e-14
4.1620124e-15,1.0
1.7992493e-12,1.0
1.0,7.652475e-10
1.0,1.718447e-13
1.0,3.165453e-11
2.6025853e-14,1.0
2.4430493e-20,1.0
1.0,2.4013902e-10
1.0,4.0800488e-11
3.0646225e-19,1.0
1.0,7.392133e-14
0.0011294934,0.99887043
1.0,5.767696e-13
1.0,5.2744094e-11
1.0,1.233537e-13
1.0,3.1378553e-11
8.366297e-13,1.0
1.0,1.0860485e-12
1.3108415e-20,1.0
2.2129355e-21,1.0
1.0,1.4513501e-14
1.0,2.5029216e-09
1.681895e-21,1.0
1.0,1.127313e-11
1.1118764e-14,1.0
1.0,1.514407e-11
3.327608e-18,1.0
1.0,1.964978e-09
1.0,9.602707e-11
1.0580494e-15,1.0
1.0,4.935798e-10
0.00024571642,0.99975425
1.0,2.320054e-12
0.9999976,2.4289802e-06
1.0,9.9922695e-14
7.253593e-11,1.0
2.5343475e-21,1.0
1.0,2.1778964e-13
1.0,2.0875947e-13
6.6745034e-18,1.0
2.3489892e-22,1.0
3.1277366e-20,1.0
6.902385e-20,1.0
